Entity,Code,Year,Geo Biomass Other - TWh (zero filled),Biofuels Consumption - TWh - Total (zero filled),Solar Consumption - TWh (zero filled),Wind Consumption - TWh (zero filled),Hydro Consumption - TWh (zero filled),Nuclear Consumption - TWh (zero filled),Gas Consumption - TWh (zero filled),Coal Consumption - TWh (zero filled),Oil Consumption - TWh (zero filled)
Africa,,1965,0,0,0,0,41.118813,0,9.543755,323.49612,341.26276
Africa,,1966,0,0,0,0,45.862915,0,10.669916,323.1222,369.48657
Africa,,1967,0,0,0,0,47.875538,0,10.54567,330.29156,368.12524
Africa,,1968,0,0,0,0,56.000473,0,10.68897,343.5129,389.19986
Africa,,1969,0,0,0,0,65.3521,0,12.492,346.64294,396.92285
Africa,,1970,0,0,0,0,81.70288,0,15.520325,360.7569,433.7723
Africa,,1971,0.164,0,0,0,76.92132,0,18.405264,383.01233,473.56543
Africa,,1972,0.165,0,0,0,87.62504,0,24.670656,384.21082,510.67264
Africa,,1973,0.17,0,0,0,92.68892,0,39.551792,408.91034,549.7197
Africa,,1974,0.175,0,0,0,105.467155,0,44.518486,425.6462,567.7997
Africa,,1975,0.172,0,0,0,111.53163,0,53.63838,451.0805,596.40466
Africa,,1976,0.185,0,0,0,123.59515,0,60.98139,481.07416,652.58044
Africa,,1977,0.189,0,0,0,135.81087,0,68.23419,491.69846,695.1663
Africa,,1978,0.195,0,0,0,136.92912,0,97.3699,477.81558,732.181
Africa,,1979,0.201,0,0,0,146.56386,0,148.84282,507.24698,770.9386
Africa,,1980,0.207,0,0,0,142.85742,0,186.91399,543.55707,817.23883
Africa,,1981,0.218,0,0,0,148.41989,0,228.49117,635.79877,883.8619
Africa,,1982,0.236,0,0,0,148.4593,0,246.73355,701.1759,925.22723
Africa,,1983,0.23,0,0,0,133.79536,0,271.27533,713.24603,964.55225
Africa,,1984,0.234,0,0,0,131.55637,11.137246,259.90277,762.8978,981.7521
Africa,,1985,0.269,0,0,0,146.2222,15.081392,278.84274,787.1659,1007.09186
Africa,,1986,0.659,0,0,0,151.23631,24.978643,313.2712,805.3561,988.59314
Africa,,1987,0.658,0,0,0,145.05942,17.498955,323.38437,828.3197,1042.0686
Africa,,1988,0.626,0,0,0,158.47528,29.774044,358.44455,890.16077,1086.2682
Africa,,1989,0.617,0,0,0,166.40816,31.493578,371.47104,835.62085,1123.9265
Africa,,1990,0.796,0,0,0,169.3014,23.974163,398.6454,877.6783,1142.4028
Africa,,1991,0.812,0,0,0,179.34581,25.946238,401.6356,853.76215,1148.7052
Africa,,1992,0.84225,0,0,0,171.09227,26.35484,421.27026,858.8312,1170.5247
Africa,,1993,0.9377,0,0,0.0059166667,167.60956,20.58617,412.64398,871.7139,1180.0767
Africa,,1994,0.835,0,0,0.015972223,170.3109,27.515383,431.82794,894.4478,1221.8848
Africa,,1995,1.0187,0,0,0.018638888,176.73593,32.066753,461.2435,922.47125,1266.7817
Africa,,1996,1.258093,0,0,0.021,184.2691,33.41174,484.19177,935.2283,1293.9713
Africa,,1997,1.3866404,0,0,0.021277778,188.81114,35.88605,474.47552,959.0191,1332.2731
Africa,,1998,1.7125492,0,0,0.022472221,197.0978,38.59304,499.33698,937.03894,1363.5087
Africa,,1999,1.6961248,0,0,0.058539443,209.0126,36.42518,504.01962,966.0107,1414.5602
Africa,,2000,2.2690632,0,0.03531389,0.5189514,222.53064,36.91607,556.8224,963.7306,1420.3865
Africa,,2001,2.3353527,0,0.043955833,1.2208859,237.57632,30.21782,634.63617,975.9263,1432.6643
Africa,,2002,2.2864,0,0.04904361,1.2947481,248.17819,33.585613,670.6054,934.4216,1479.1665
Africa,,2003,2.6224,0,0.05815889,1.5532919,239.4766,35.24046,711.5067,1017.04846,1524.8151
Africa,,2004,2.9788496,0,0.07079056,2.213917,251.33617,36.957527,783.0682,1119.1619,1586.5107
Africa,,2005,3.0096693,0,0.084134445,2.2345567,254.37917,31.029053,807.7816,1039.0726,1654.9192
Africa,,2006,3.7704048,0,0.10786167,2.425894,261.91766,27.37538,843.4421,1054.097,1673.7168
Africa,,2007,3.1420484,0,0.14273277,2.8734944,269.18546,30.707249,900.0697,1071.6333,1734.7408
Africa,,2008,3.2673957,0,0.20416835,3.686173,272.4835,35.06555,935.1621,1180.7251,1824.851
Africa,,2009,3.5627222,0,0.26759833,4.438265,278.0456,34.31848,940.86066,1176.0021,1885.9763
Africa,,2010,3.764553,0,0.5996614,6.3410387,298.92563,36.028275,980.7318,1164.8401,1966.2146
Africa,,2011,3.8587685,0,1.6609554,6.5835404,305.5224,34.154095,1060.527,1147.2993,1934.1709
Africa,,2012,4.0424066,0,2.7218072,6.897696,304.97705,34.119267,1146.7704,1118.487,2046.8298
Africa,,2013,4.433249,0,2.1463213,9.793645,320.65207,36.891415,1169.7455,1130.1606,2121.4414
Africa,,2014,5.462047,0,5.1585293,13.708232,336.15042,35.859425,1202.32,1183.806,2143.3335
Africa,,2015,7.1696815,0,8.775349,23.996231,324.2737,31.622433,1325.3599,1119.0386,2199.145
Africa,,2016,7.231852,0,14.413415,29.919565,314.35477,38.599907,1370.4951,1186.288,2210.9258
Africa,,2017,7.6260357,0,20.687313,33.1529,336.2319,36.245564,1448.7449,1185.0671,2233.0898
Africa,,2018,8.17267,0,26.59893,39.075584,356.11508,29.399641,1543.5508,1163.5999,2257.502
Africa,,2019,8.262966,0,33.98899,50.957653,367.50095,34.39065,1549.7299,1231.3168,2262.0361
Africa,,2020,8.066416,0,42.175064,55.94757,384.41803,35.155136,1535.9724,1157.9011,2011.0526
Africa,,2021,8.026317,0,43.21504,63.888702,401.44714,26.1747,1643.8152,1168.7407,2183.542
Africa (BP),,1965,0,0,0,0,41.118813,0,9.543755,323.49612,341.26276
Africa (BP),,1966,0,0,0,0,45.862915,0,10.669916,323.1222,369.48657
Africa (BP),,1967,0,0,0,0,47.875538,0,10.54567,330.2916,368.12524
Africa (BP),,1968,0,0,0,0,56.00047,0,10.68897,343.5129,389.19986
Africa (BP),,1969,0,0,0,0,65.3521,0,12.492,346.6429,396.92288
Africa (BP),,1970,0,0,0,0,81.70288,0,15.520325,360.7569,433.7723
Africa (BP),,1971,0.164,0,0,0,76.92132,0,18.405264,383.01233,473.56543
Africa (BP),,1972,0.165,0,0,0,87.625046,0,24.670656,384.21082,510.67264
Africa (BP),,1973,0.17,0,0,0,92.68892,0,39.551792,408.91034,549.7198
Africa (BP),,1974,0.175,0,0,0,105.467155,0,44.518486,425.64624,567.7997
Africa (BP),,1975,0.172,0,0,0,111.53163,0,53.63838,451.0805,596.40466
Africa (BP),,1976,0.185,0,0,0,123.59515,0,60.98139,481.07416,652.5805
Africa (BP),,1977,0.189,0,0,0,135.81087,0,68.23419,491.69846,695.1663
Africa (BP),,1978,0.195,0,0,0,136.92912,0,97.369896,477.81558,732.181
Africa (BP),,1979,0.201,0,0,0,146.56386,0,148.84282,507.247,770.93866
Africa (BP),,1980,0.207,0,0,0,142.85742,0,186.91397,543.55707,817.2389
Africa (BP),,1981,0.218,0,0,0,148.41988,0,228.49115,635.79877,883.8619
Africa (BP),,1982,0.236,0,0,0,148.4593,0,246.73355,701.1759,925.22723
Africa (BP),,1983,0.23,0,0,0,133.79536,0,271.27536,713.24603,964.5522
Africa (BP),,1984,0.234,0,0,0,131.55637,11.137246,259.90277,762.8979,981.752
Africa (BP),,1985,0.269,0,0,0,146.22218,15.081392,278.84274,787.1659,1007.09186
Africa (BP),,1986,0.659,0,0,0,151.23631,24.978643,313.2712,805.3561,988.5932
Africa (BP),,1987,0.658,0,0,0,145.05943,17.498955,323.38437,828.3197,1042.0687
Africa (BP),,1988,0.626,0,0,0,158.47528,29.774044,358.44455,890.1608,1086.2682
Africa (BP),,1989,0.617,0,0,0,166.40816,31.493578,371.47104,835.62085,1123.9265
Africa (BP),,1990,0.796,0,0,0,169.3014,23.974163,398.6454,877.6782,1142.4028
Africa (BP),,1991,0.812,0,0,0,179.3458,25.946238,401.6356,853.76215,1148.7052
Africa (BP),,1992,0.84225,0,0,0,171.09225,26.35484,421.27026,858.8312,1170.5247
Africa (BP),,1993,0.9377,0,0,0.0059166667,167.60956,20.58617,412.64398,871.7139,1180.0768
Africa (BP),,1994,0.835,0,0,0.015972223,170.3109,27.515383,431.82794,894.4478,1221.8846
Africa (BP),,1995,1.0187,0,0,0.018638888,176.73593,32.066753,461.2435,922.47125,1266.7817
Africa (BP),,1996,1.2580931,0,0,0.021,184.2691,33.41174,484.19174,935.2282,1293.9712
Africa (BP),,1997,1.3866404,0,0,0.021277778,188.81114,35.88605,474.47552,959.0191,1332.2731
Africa (BP),,1998,1.7125493,0,0,0.022472221,197.0978,38.59304,499.337,937.03894,1363.5087
Africa (BP),,1999,1.6961248,0,0,0.058548335,209.0126,36.42518,504.0196,966.01074,1414.5602
Africa (BP),,2000,2.2690632,0,0.035309445,0.51895165,222.53064,36.91607,556.8223,963.7305,1420.3865
Africa (BP),,2001,2.3353527,0,0.043949444,1.2208859,237.57631,30.21782,634.63617,975.9263,1432.6643
Africa (BP),,2002,2.2864,0.4908968,0.049035557,1.2947483,248.17819,33.585613,670.60535,934.4216,1479.1666
Africa (BP),,2003,2.6224,0.5413214,0.058174446,1.5533036,239.4766,35.24046,711.5067,1017.04846,1524.8151
Africa (BP),,2004,2.9788496,0.63675517,0.07079333,2.213917,251.33615,36.957527,783.06824,1119.1617,1586.5107
Africa (BP),,2005,3.0096693,0.24288252,0.08413695,2.2345567,254.37918,31.029053,807.7816,1039.0726,1654.9193
Africa (BP),,2006,3.7704048,0.072299555,0.107875,2.4258943,261.91766,27.37538,843.4421,1054.097,1673.7168
Africa (BP),,2007,3.1420484,0.7911754,0.14273639,2.8734944,269.18546,30.707249,900.0697,1071.6333,1734.7408
Africa (BP),,2008,3.2673957,0.6100898,0.20416167,3.6861727,272.4835,35.06555,935.1621,1180.725,1824.851
Africa (BP),,2009,3.5627222,0.34024894,0.26760194,4.4382644,278.0456,34.31848,940.86066,1176.0021,1885.9764
Africa (BP),,2010,3.764553,0.21081659,0.5996686,6.3410387,298.92563,36.028275,980.7318,1164.8401,1966.2146
Africa (BP),,2011,3.8587687,0.5046833,1.6609564,6.58354,305.5224,34.154095,1060.527,1147.2993,1934.1709
Africa (BP),,2012,4.042407,0.6066994,2.7218072,6.897696,304.97705,34.119267,1146.7704,1118.4869,2046.83
Africa (BP),,2013,4.433249,0.5885835,2.1463213,9.793645,320.65207,36.891415,1169.7455,1130.1606,2121.4414
Africa (BP),,2014,5.462047,0.56845164,5.1585293,13.708233,336.15042,35.859425,1202.32,1183.8062,2143.3335
Africa (BP),,2015,7.1696815,0.71449405,8.775337,23.996231,324.2737,31.622433,1325.3599,1119.0386,2199.145
Africa (BP),,2016,7.231852,0.63882095,14.413415,29.919565,314.35477,38.599907,1370.4951,1186.288,2210.926
Africa (BP),,2017,7.6260357,0.6286138,20.687313,33.1529,336.23187,36.245564,1448.7448,1185.0671,2233.0898
Africa (BP),,2018,8.17267,0.97825366,26.598932,39.0756,356.11508,29.399641,1543.5508,1163.5999,2257.502
Africa (BP),,2019,8.262966,0.8437501,33.988987,50.957653,367.50098,34.39065,1549.7299,1231.3169,2262.0361
Africa (BP),,2020,8.066416,1.0375322,42.175068,55.94757,384.41803,35.155136,1535.9724,1157.9011,2011.0526
Africa (BP),,2021,8.026318,1.0609504,43.21504,63.888706,401.44714,26.1747,1643.8151,1168.7406,2183.542
Algeria,DZA,1965,0,0,0,0,1.1827959,0,7.4305,0.8141,15.4052515
Algeria,DZA,1966,0,0,0,0,1.0497311,0,7.71925,0.79084,20.272705
Algeria,DZA,1967,0,0,0,0,1.2123655,0,7.48825,0.60476,18.942032
Algeria,DZA,1968,0,0,0,0,1.664785,0,7.87325,0.63965,20.167301
Algeria,DZA,1969,0,0,0,0,1.067473,0,10.351687,0.8141,21.30593
Algeria,DZA,1970,0,0,0,0,1.7150539,0,9.730875,0.96529,24.347681
Algeria,DZA,1971,0,0,0,0,0.9758064,0,11.0495,0.26749,27.44005
Algeria,DZA,1972,0,0,0,0,1.4637097,0,12.830125,0.2326,30.121414
Algeria,DZA,1973,0,0,0,0,2.223656,0,17.859188,0.26749,32.900345
Algeria,DZA,1974,0,0,0,0,1.4696236,0,20.6745,0.22097,36.543842
Algeria,DZA,1975,0,0,0,0,0.9698925,0,28.49,0.27912,40.63067
Algeria,DZA,1976,0,0,0,0,1.1502689,0,33.6875,0.54661,46.71773
Algeria,DZA,1977,0,0,0,0,0.79543,0,35.90125,0.70943,52.80649
Algeria,DZA,1978,0,0,0,0,0.7392472,0,57.65375,0.36053,54.607944
Algeria,DZA,1979,0,0,0,0,0.8604839,0,81.52375,0.83736,65.31862
Algeria,DZA,1980,0,0,0,0,0.7599461,0,109.43625,0.74432,66.20243
Algeria,DZA,1981,0,0,0,0,1.0822581,0,142.2575,0.52335,71.323074
Algeria,DZA,1982,0,0,0,0,1.4163978,0,161.41125,9.71105,75.57342
Algeria,DZA,1983,0,0,0,0,0.6948925,0,176.715,8.66435,84.89242
Algeria,DZA,1984,0,0,0,0,1.3365592,0,155.25125,9.60638,94.00201
Algeria,DZA,1985,0,0,0,0,1.910215,0,153.8075,10.02506,96.5538
Algeria,DZA,1986,0,0,0,0,0.7392472,0,168.4375,10.29255,98.021255
Algeria,DZA,1987,0,0,0,0,1.4755375,0,172.2875,12.30454,99.100525
Algeria,DZA,1988,0,0,0,0,0.5411292,0,194.13625,11.57185,99.1726
Algeria,DZA,1989,0,0,0,0,0.66827947,0,182.6825,9.78083,103.93666
Algeria,DZA,1990,0,0,0,0,0.3991936,0,195.09875,7.66417,111.811615
Algeria,DZA,1991,0,0,0,0,0.8663978,0,192.6925,7.9084,110.627785
Algeria,DZA,1992,0,0,0,0,0.58844084,0,198.94875,9.39704,111.292656
Algeria,DZA,1993,0,0,0,0,1.0438173,0,178.54375,7.65254,110.754875
Algeria,DZA,1994,0,0,0,0,0.49086028,0,188.16875,7.2106,106.050896
Algeria,DZA,1995,0,0,0,0,0.5706989,0,202.22125,7.2106,103.14228
Algeria,DZA,1996,0,0,0,0,0.3991936,0,207.7075,3.39596,98.42208
Algeria,DZA,1997,0,0,0,0,0.22177416,0,194.04,5.95456,97.64342
Algeria,DZA,1998,0,0,0,0,0.6357528,0,200.68124,6.37324,100.658745
Algeria,DZA,1999,0,0,0,0,0.6002689,0,205.10875,6.82681,98.898346
Algeria,DZA,2000,0,0,0,0,0.1596775,0,191.01294,5.64055,103.13248
Algeria,DZA,2001,0,0,0,0,0.2027075,0,197.32213,6.5128,106.77534
Algeria,DZA,2002,0,0,0,0,0.16637361,0,194.83888,8.54805,118.39723
Algeria,DZA,2003,0,0,0,0,0.76853275,0,205.93169,7.04778,123.17412
Algeria,DZA,2004,0,0,0,0,0.72329473,0,211.89919,8.40849,128.74683
Algeria,DZA,2005,0,0,0,0,1.5900536,0,223.55988,6.90822,134.21338
Algeria,DZA,2006,0,0,0,0,0.61916,0,228.4975,10.25766,139.84572
Algeria,DZA,2007,0,0,0,0,0.6390422,0,233.80681,8.80391,156.39
Algeria,DZA,2008,0,0,0,0,0.79524636,0,244.04187,8.80391,169.9159
Algeria,DZA,2009,0,0,0,0,0.9551075,0,262.1176,5.65218,180.13443
Algeria,DZA,2010,0,0,0.02525,0,0.4801753,0,253.27225,3.6053,181.61192
Algeria,DZA,2011,0,0,0.049983334,0,1.0427713,0,267.96964,3.19825,192.22765
Algeria,DZA,2012,0,0,0.07327278,0,1.0666127,0,298.74075,3.39596,204.39526
Algeria,DZA,2013,0,0,0.077946946,0,0.2698164,0,321.21512,1.83754,213.57639
Algeria,DZA,2014,0,0,0.16254583,0.0027083333,0.5228558,0,360.91824,2.08177,221.92516
Algeria,DZA,2015,0,0,0.1561925,0.05116639,0.3904811,0,379.225,1.54679,236.14848
Algeria,DZA,2016,0,0,0.6558742,0.051003054,0.19274667,0,385.9625,0.56987,229.56386
Algeria,DZA,2017,0,0,1.3412902,0.050564446,0.14903222,0,394.625,2.11666,225.51212
Algeria,DZA,2018,0,0,1.5953736,0.026444444,0.30955,0,434.0875,5.815,229.5276
Algeria,DZA,2019,0,0,1.6211231,0.026361112,0.4006678,0,450.54626,4.80319,237.4872
Algeria,DZA,2020,0,0,1.799008,0.020222222,0.1302639,0,436.0125,4.8163495,211.63516
Algeria,DZA,2021,0,0,1.7374736,0.027472222,0.024333334,0,458.15,4.80319,219.8416
Argentina,ARG,1965,0,0,0,0,3.6226556,0,41.234,8.4550495,275.20718
Argentina,ARG,1966,0,0,0,0,3.6694171,0,44.6572,6.9718184,283.8665
Argentina,ARG,1967,0,0,0,0,3.7574394,0,46.69945,7.840397,290.72382
Argentina,ARG,1968,0,0,0,0,4.428607,0,51.999577,7.6190352,296.78262
Argentina,ARG,1969,0,0,0,0,3.971993,0,51.805077,9.12217,307.99832
Argentina,ARG,1970,0.05624185,0,0,0,4.6044087,0,58.5445,11.722598,278.42194
Argentina,ARG,1971,0.05899074,0,0,0,4.5719438,0,63.202774,10.277542,296.48773
Argentina,ARG,1972,0.07602739,0,0,0,4.443309,0,70.92442,8.651295,295.17285
Argentina,ARG,1973,0.05997025,0,0,0,8.863367,0,80.70777,9.496522,297.2388
Argentina,ARG,1974,0.06100323,0,0,0,14.769165,2.9396656,85.4244,11.825922,297.09723
Argentina,ARG,1975,0.063990325,0,0,0,15.360893,7.142025,87.525,11.510941,281.26944
Argentina,ARG,1976,0.060962547,0,0,0,14.829012,7.2980886,98.51425,11.642586,290.19528
Argentina,ARG,1977,0.064003065,0,0,0,17.052309,4.645012,102.8905,11.008503,305.63098
Argentina,ARG,1978,0.06397281,0,0,0,22.906668,8.217443,100.07025,13.419195,297.26913
Argentina,ARG,1979,0.09498376,0,0,0,31.512379,7.6385903,102.8905,12.501674,319.84976
Argentina,ARG,1980,0.09901763,0,0,0,44.771423,6.639785,112.12925,11.144589,296.97797
Argentina,ARG,1981,0.08701801,0,0,0,43.42278,7.990442,117.18625,10.560467,278.56592
Argentina,ARG,1982,0.1149734,0,0,0,52.019936,5.306153,133.13525,10.666076,265.01834
Argentina,ARG,1983,0.15497561,0,0,0,54.46334,9.661738,143.152,9.679963,268.7532
Argentina,ARG,1984,0.11498845,0,0,0,58.778637,13.168907,152.39075,7.1852236,255.60059
Argentina,ARG,1985,0.12000641,0,0,0,61.071068,16.36111,155.69725,10.599606,237.52023
Argentina,ARG,1986,0.123990245,0,0,0,62.18621,16.205048,168.2425,12.109349,249.71896
Argentina,ARG,1987,0.10598629,0,0,0,64.795074,18.344534,168.33975,13.439672,266.55307
Argentina,ARG,1988,0.12296129,0,0,0,45.121124,16.451912,196.6395,13.772349,268.33374
Argentina,ARG,1989,0.10600155,0,0,0,38.99498,14.298238,206.559,14.902768,246.32074
Argentina,ARG,1990,0.13302182,0,0,0,52.37767,20.659946,197.32025,12.266132,229.9597
Argentina,ARG,1991,0.1310081,0,0,0,46.925213,22.007767,200.9185,10.794012,240.25671
Argentina,ARG,1992,0.12998593,0,0,0,56.670967,20.092443,217.2565,12.168163,252.69298
Argentina,ARG,1993,0.09599508,0,0,0,70.28263,21.990742,229.41275,8.069987,247.75331
Argentina,ARG,1994,0.099004395,0,0,0,80.68641,23.366936,235.83125,7.065107,261.48206
Argentina,ARG,1995,0.119016126,0,0,0,78.3711,20.049881,262.47775,7.4141526,259.53027
Argentina,ARG,1996,0.22302064,0,0,0.028440278,66.44853,21.165024,301.18326,7.766816,259.79773
Argentina,ARG,1997,0.17875852,0,0,0.043148335,82.57294,22.589457,277.5515,6.1277137,275.28638
Argentina,ARG,1998,0.20689325,0,0.000050277777,0.09622333,78.28778,21.147999,296.70975,8.23741,283.2721
Argentina,ARG,1999,0.26199996,0,0.000076944445,0.10284694,63.27008,20.163382,314.701,9.885469,286.95975
Argentina,ARG,2000,0.3860283,0,0.00010638889,0.102779165,84.49668,17.52733,322.96725,7.512647,264.89783
Argentina,ARG,2001,0.36299825,0,0.00012638888,0.14501221,107.4648,19.899952,302.35025,6.1568522,245.29501
Argentina,ARG,2002,0.5299802,0,0.00013722222,0.21425694,104.4325,16.30405,294.37576,4.5862966,232.81517
Argentina,ARG,2003,0.88059855,0,0.00018861111,0.2260764,98.02586,21.055779,336.2905,5.593865,237.42206
Argentina,ARG,2004,0.86751235,0,0.00020166667,0.20876417,87.78204,21.75953,368.09125,9.519819,254.68645
Argentina,ARG,2005,0.9164998,0,0.00023194445,0.20536305,97.97495,18.88508,392.89,10.961645,266.75812
Argentina,ARG,2006,1.046309,0,0.00025611112,0.19815388,108.16867,21.081718,406.505,9.9238205,281.35175
Argentina,ARG,2007,1.0708514,0,0.00030833334,0.17416167,88.27875,19.682812,427.122,14.360361,313.74554
Argentina,ARG,2008,1.2059801,0,0.00040277778,0.117885,87.67296,19.938072,431.88724,17.51607,317.05167
Argentina,ARG,2009,1.1889358,0,0.0002125,0.10285972,96.67863,21.929419,418.3556,9.620938,303.0577
Argentina,ARG,2010,1.4423598,5.9234138,0.00023833333,0.07036528,92.593056,19.203362,420.87418,13.47208,328.158
Argentina,ARG,2011,1.4191314,8.745169,0.0044444446,0.07335417,86.033966,16.94204,438.3979,14.618646,340.00577
Argentina,ARG,2012,1.484553,10.797933,0.022416666,1.0141377,79.9669,16.844624,456.6421,13.669181,361.2564
Argentina,ARG,2013,1.6066635,11.902397,0.041083056,1.2355814,89.3157,16.233166,460.2769,14.939302,383.7835
Argentina,ARG,2014,1.482859,13.891245,0.043193888,1.6782616,87.82001,14.334412,461.5498,15.891717,379.91562
Argentina,ARG,2015,1.517351,15.130985,0.039540835,1.5978347,87.08391,18.18994,466.5257,15.814129,387.30865
Argentina,ARG,2016,1.1388094,16.037182,0.038209446,1.4653006,79.64934,21.283125,482.1001,12.188642,375.29422
Argentina,ARG,2017,1.3890371,18.427946,0.04369028,1.6275573,84.08156,15.547312,483.00027,12.525288,370.8972
Argentina,ARG,2018,1.5898329,17.594175,0.2860825,3.7377324,85.40055,17.446835,487.02142,13.709147,353.2107
Argentina,ARG,2019,1.6499021,17.97012,2.1079817,13.1692295,72.501114,21.356302,465.58917,8.123962,324.7226
Argentina,ARG,2020,2.264699,9.645983,3.530673,24.71506,62.16246,26.871191,439.31244,10.015326,297.37708
Argentina,ARG,2021,2.1038966,10.419529,5.7450805,33.85339,51.280422,27.197569,459.35156,18.253904,340.59506
Asia,,1965,0.1,0,0,0,422.57114,0.070937775,94.07477,2604.7842,2232.485
Asia,,1966,0.122,0,0,0,440.72614,1.6571087,108.526505,2753.783,2505.829
Asia,,1967,0.173,0,0,0,411.76282,1.784797,126.21153,2667.211,2878.505
Asia,,1968,0.179,0,0,0,457.6866,2.9623656,148.64937,2708.1685,3250.3425
Asia,,1969,0.178,0,0,0,475.14154,5.12677,183.48022,3056.8274,3744.9028
Asia,,1970,0.40870398,0,0,0,486.36957,16.71053,218.33952,3440.9536,4295.1167
Asia,,1971,0.39761102,0,0,0,532.02374,25.625261,249.01793,3697.763,4780.219
Asia,,1972,0.42359102,0,0,0,550.2113,30.09737,276.8143,3842.5747,5166.9043
Asia,,1973,0.450998,0,0,0,511.50867,34.16494,338.35718,3932.5076,5872.899
Asia,,1974,0.514547,0,0,0,582.5669,62.504845,400.5083,4027.638,5863.514
Asia,,1975,0.598507,0,0,0,627.58215,79.10506,459.15836,4352.3564,5818.0684
Asia,,1976,0.528553,0,0,0,645.51184,105.70347,511.23123,4453.9956,6275.469
Asia,,1977,0.752774,0,0,0,634.1106,96.49886,619.9296,4754.6685,6687.2686
Asia,,1978,0.967644,0,0,0,667.8612,189.37021,733.8872,4987.235,7108.4883
Asia,,1979,1.881672,0,0,0,722.08826,233.45268,894.3802,5233.94,7371.071
Asia,,1980,3.27229,0,0,0,773.687,274.6574,932.26654,5541.4194,6965.9927
Asia,,1981,5.158717,0,0,0,825.0414,295.15594,957.2914,5723.5645,6899.1094
Asia,,1982,13.786909,0,0,0,817.2095,345.18784,1022.4517,5951.4644,6872.519
Asia,,1983,15.969758,0,0,0,854.6579,412.88583,1100.3403,6326.9673,7120.4736
Asia,,1984,17.504143,0,0,0,856.6503,496.60992,1353.0009,6892.8066,7476.664
Asia,,1985,18.650616,0,0,0,1014.9135,610.6749,2157.7722,7993.005,8199.693
Asia,,1986,19.50979,0,0,0,1022.6381,649.5678,2427.474,8322.275,8385.08
Asia,,1987,19.839085,0,0,0,1059.5243,768.97906,2586.5667,8908.044,8673.916
Asia,,1988,21.396158,0,0,0,1217.4332,725.6454,2777.1804,9504.191,9304.535
Asia,,1989,23.113253,0,0,0,1245.4998,757.5465,3012.6296,9890.94,9747.575
Asia,,1990,18.881407,0,0.011805556,0.0985225,1313.2599,814.75977,3132.374,10067.662,10316.577
Asia,,1991,19.272646,0,0.011805556,0.36370692,1327.7328,870.17255,3316.262,10460.022,10674.097
Asia,,1992,19.529099,0,0.04582611,0.65284055,1337.3724,893.3349,3529.3804,10791.163,11296.724
Asia,,1993,19.343426,0,0.08428223,0.9161964,1486.4065,989.94135,3513.7263,11286.324,11734.914
Asia,,1994,22.93912,0,0.10644723,1.709341,1475.0402,1056.8002,3796.9973,11824.197,12348.588
Asia,,1995,27.571014,0,0.14641222,3.2958176,1592.3455,1165.0417,4033.9578,12006.163,13025.047
Asia,,1996,28.013805,0,0.21454471,2.8886104,1581.7603,1230.6073,4316.743,12509.935,13584.345
Asia,,1997,31.614063,0,0.34407702,3.536096,1575.5612,1309.1163,4538.378,12527.632,14226.381
Asia,,1998,33.696926,0,0.4947608,4.3112154,1670.1357,1362.2075,4738.892,12504.702,13953.072
Asia,,1999,36.97982,0,0.72643745,6.0019774,1626.857,1385.105,5115.055,12813.23,14394.848
Asia,,2000,40.588943,0,1.1287683,7.0454307,1675.6648,1424.5581,5395.233,13317.1045,14903.107
Asia,,2001,41.515842,0,1.6285747,9.402444,1796.9381,1433.7634,5743.8115,13945.783,15058.351
Asia,,2002,42.871227,0,2.249888,10.129174,1849.2834,1460.8711,6074.999,15021.726,15456.154
Asia,,2003,44.736835,0,3.0549026,13.32399,1909.299,1291.3639,6503.45,17196.309,16080.264
Asia,,2004,47.316742,0,4.0079026,23.483322,2234.6326,1472.2356,6988.3374,19349.209,17059.164
Asia,,2005,52.971306,0,5.063904,29.352169,2300.812,1527.3425,7521.4087,21995.963,17239.047
Asia,,2006,56.996235,0,6.241994,45.69147,2516.3892,1557.8738,7977.54,23728.766,17689.326
Asia,,2007,63.23911,0,7.440398,60.313583,2625.0808,1485.0785,8605.575,25784.416,18248.25
Asia,,2008,71.15207,0,8.967247,91.66824,2960.1829,1432.829,9200.066,26500.443,18480.465
Asia,,2009,80.0869,0,11.514546,141.52359,2858,1489.7334,9460.394,27379.117,18629.807
Asia,,2010,91.83977,0,16.258396,216.39905,3271.5579,1559.2688,10398.672,28691.03,19729.69
Asia,,2011,100.99215,0,28.537594,303.7643,3292.089,1285.972,11160.103,30863.795,20295.574
Asia,,2012,109.71559,0,42.70378,395.06436,3703.8062,912.1578,11738.725,31625.379,21202.186
Asia,,2013,121.81989,0,79.67569,504.18365,3975.963,917.2199,12044.907,32274.053,21588.268
Asia,,2014,140.66154,0,160.7482,571.7406,4315.1753,982.41174,12535.039,32904.273,21946.367
Asia,,2015,163.37277,0,246.38547,648.8334,4468.981,1100.9365,12983.826,32640.432,22738.826
Asia,,2016,166.46243,0,370.18268,835.7452,4614.269,1224.2122,13336.904,32643.137,23536.895
Asia,,2017,194.7894,0,579.5465,1040.3447,4707.219,1284.937,13976.306,33240.152,24108.035
Asia,,2018,232.83195,0,821.72736,1232.0375,4788.0337,1428.2195,14723.519,34077.934,24619.21
Asia,,2019,260.6604,0,1032.6678,1355.1796,5099.429,1658.1254,15092.289,34519.426,24867.578
