Entity,Code,Year,Fossil fuels per capita (kWh)
New Zealand,NZL,1983,24984.418
New Zealand,NZL,1984,26429.09
New Zealand,NZL,1985,27518.25
New Zealand,NZL,1986,28884.178
New Zealand,NZL,1987,29345.984
New Zealand,NZL,1988,30664.152
New Zealand,NZL,1989,24994.7
New Zealand,NZL,1990,32103.826
New Zealand,NZL,1991,32479.764
New Zealand,NZL,1992,33653.812
New Zealand,NZL,1993,32715.115
New Zealand,NZL,1994,33601.188
New Zealand,NZL,1995,33803.81
New Zealand,NZL,1996,35311.137
New Zealand,NZL,1997,37236
New Zealand,NZL,1998,35087.33
New Zealand,NZL,1999,36858.58
New Zealand,NZL,2000,37895.395
New Zealand,NZL,2001,39269.605
New Zealand,NZL,2002,38684.594
New Zealand,NZL,2003,37203.06
New Zealand,NZL,2004,35968.08
New Zealand,NZL,2005,36143.227
New Zealand,NZL,2006,35974.023
New Zealand,NZL,2007,35169.21
New Zealand,NZL,2008,35507.223
New Zealand,NZL,2009,33166.273
New Zealand,NZL,2010,33057.105
New Zealand,NZL,2011,32610.016
New Zealand,NZL,2012,34021.996
New Zealand,NZL,2013,33991.953
New Zealand,NZL,2014,34691.906
New Zealand,NZL,2015,33984.7
New Zealand,NZL,2016,33286.188
New Zealand,NZL,2017,34383.16
New Zealand,NZL,2018,32909.465
New Zealand,NZL,2019,33635.613
New Zealand,NZL,2020,28786.074
New Zealand,NZL,2021,27225.47
North America,,1965,52763.668
North America,,1966,54844.67
North America,,1967,55709.547
North America,,1968,58250.676
North America,,1969,60143.8
North America,,1970,61497.785
North America,,1971,61538.04
North America,,1972,63647.387
North America,,1973,65433.18
North America,,1974,62669.273
North America,,1975,59770.25
North America,,1976,62213.19
North America,,1977,63181.94
North America,,1978,63035.84
North America,,1979,63161.33
North America,,1980,60337.652
North America,,1981,57861.49
North America,,1982,54339.875
North America,,1983,52916.586
North America,,1984,54929.11
North America,,1985,54051.047
North America,,1986,53397.926
North America,,1987,54648.18
North America,,1988,56291.63
North America,,1989,56783.934
North America,,1990,55338.035
North America,,1991,54163.055
North America,,1992,54403.465
North America,,1993,54574.434
North America,,1994,55060.727
North America,,1995,54966.75
North America,,1996,55981.117
North America,,1997,56087.793
North America,,1998,55847.03
North America,,1999,55854.05
North America,,2000,56817.92
North America,,2001,55167.098
North America,,2002,55246.266
North America,,2003,55050.824
North America,,2004,55560.62
North America,,2005,55121.926
North America,,2006,54077.418
North America,,2007,54475.273
North America,,2008,52271.184
North America,,2009,48891.125
North America,,2010,50070.195
North America,,2011,49070.074
North America,,2012,47566.625
North America,,2013,48121.062
North America,,2014,48001.297
North America,,2015,47123.24
North America,,2016,46172.234
North America,,2017,45695.19
North America,,2018,46926.676
North America,,2019,45983.36
North America,,2020,41179.44
North America,,2021,43144.605
North Macedonia,MKD,1990,13799.017
North Macedonia,MKD,1991,13227.287
North Macedonia,MKD,1992,13740.877
North Macedonia,MKD,1993,14390.295
North Macedonia,MKD,1994,13310.097
North Macedonia,MKD,1995,13247.466
North Macedonia,MKD,1996,15427.947
North Macedonia,MKD,1997,13647.232
North Macedonia,MKD,1998,15262.767
North Macedonia,MKD,1999,14031.511
North Macedonia,MKD,2000,13439.079
North Macedonia,MKD,2001,13239.325
North Macedonia,MKD,2002,12665.978
North Macedonia,MKD,2003,13514.634
North Macedonia,MKD,2004,13154.17
North Macedonia,MKD,2005,13602.289
North Macedonia,MKD,2006,13644.068
North Macedonia,MKD,2007,14391.559
North Macedonia,MKD,2008,14071.311
North Macedonia,MKD,2009,13250.798
North Macedonia,MKD,2010,12961.001
North Macedonia,MKD,2011,14232.851
North Macedonia,MKD,2012,13577.407
North Macedonia,MKD,2013,12258.943
North Macedonia,MKD,2014,11619.04
North Macedonia,MKD,2015,11388.199
North Macedonia,MKD,2016,11865.316
North Macedonia,MKD,2017,12289.772
North Macedonia,MKD,2018,11436.721
North Macedonia,MKD,2019,12998.72
North Macedonia,MKD,2020,10961.122
North Macedonia,MKD,2021,11765.647
Norway,NOR,1965,18582.988
Norway,NOR,1966,20318.846
Norway,NOR,1967,20894.385
Norway,NOR,1968,22833.914
Norway,NOR,1969,24930.574
Norway,NOR,1970,27599.701
Norway,NOR,1971,26992.367
Norway,NOR,1972,28146.633
Norway,NOR,1973,28549.965
Norway,NOR,1974,26360.096
Norway,NOR,1975,26883.504
Norway,NOR,1976,29192.627
Norway,NOR,1977,29283.516
Norway,NOR,1978,32818.312
Norway,NOR,1979,33376.31
Norway,NOR,1980,32223.73
Norway,NOR,1981,30650.398
Norway,NOR,1982,29638.092
Norway,NOR,1983,29609.66
Norway,NOR,1984,30689.754
Norway,NOR,1985,31951.639
Norway,NOR,1986,33664.242
Norway,NOR,1987,33653.043
Norway,NOR,1988,32810.723
Norway,NOR,1989,33116.934
Norway,NOR,1990,32179.389
Norway,NOR,1991,30610.74
Norway,NOR,1992,31574.213
Norway,NOR,1993,33181.793
Norway,NOR,1994,34239.12
Norway,NOR,1995,34066.082
Norway,NOR,1996,36203.14
Norway,NOR,1997,37517.83
Norway,NOR,1998,37744.535
Norway,NOR,1999,36698.05
Norway,NOR,2000,35677.03
Norway,NOR,2001,37703.1
Norway,NOR,2002,36932.87
Norway,NOR,2003,38206.355
Norway,NOR,2004,38231.527
Norway,NOR,2005,36705.156
Norway,NOR,2006,36646.41
Norway,NOR,2007,35937.055
Norway,NOR,2008,35447.023
Norway,NOR,2009,34542.85
Norway,NOR,2010,35060.73
Norway,NOR,2011,34246.63
Norway,NOR,2012,33166.45
Norway,NOR,2013,33395.99
Norway,NOR,2014,32575.709
Norway,NOR,2015,32555.488
Norway,NOR,2016,31281.186
Norway,NOR,2017,31421.98
Norway,NOR,2018,31468.357
Norway,NOR,2019,30721.66
Norway,NOR,2020,29350.205
Norway,NOR,2021,29056.621
Oceania,,1965,25772.748
Oceania,,1966,26603.018
Oceania,,1967,27543.777
Oceania,,1968,28527.787
Oceania,,1969,29060.955
Oceania,,1970,31001.178
Oceania,,1971,31394.566
Oceania,,1972,32252.861
Oceania,,1973,33892.684
Oceania,,1974,35058.1
Oceania,,1975,34824.406
Oceania,,1976,35981.484
Oceania,,1977,37522.535
Oceania,,1978,37854.9
Oceania,,1979,38526.145
Oceania,,1980,38162.773
Oceania,,1981,38097.54
Oceania,,1982,37628.9
Oceania,,1983,35989.477
Oceania,,1984,36871.348
Oceania,,1985,37435.14
Oceania,,1986,37764.973
Oceania,,1987,38344.99
Oceania,,1988,39445.98
Oceania,,1989,39970.73
Oceania,,1990,40983.09
Oceania,,1991,40044.402
Oceania,,1992,40226.516
Oceania,,1993,40313.84
Oceania,,1994,41366.176
Oceania,,1995,42536.977
Oceania,,1996,43209.55
Oceania,,1997,43804.465
Oceania,,1998,43884.85
Oceania,,1999,45088.637
Oceania,,2000,44815.844
Oceania,,2001,44685.945
Oceania,,2002,44732.516
Oceania,,2003,44441.953
Oceania,,2004,44910.09
Oceania,,2005,44328.21
Oceania,,2006,45323.52
Oceania,,2007,45506.492
Oceania,,2008,45506.25
Oceania,,2009,43707.477
Oceania,,2010,42784.633
Oceania,,2011,42669.312
Oceania,,2012,41568.21
Oceania,,2013,41023.938
Oceania,,2014,40930.258
Oceania,,2015,40960.6
Oceania,,2016,40044.465
Oceania,,2017,39587.492
Oceania,,2018,38690.81
Oceania,,2019,39202.15
Oceania,,2020,35675.047
Oceania,,2021,34231.938
Oman,OMN,1965,163.99112
Oman,OMN,1966,200.5812
Oman,OMN,1967,869.68097
Oman,OMN,1968,1022.7858
Oman,OMN,1969,1420.6041
Oman,OMN,1970,1395.4224
Oman,OMN,1971,22461.205
Oman,OMN,1972,24965.809
Oman,OMN,1973,21103.252
Oman,OMN,1974,18720.264
Oman,OMN,1975,16393.078
Oman,OMN,1976,18027.662
Oman,OMN,1977,16524.197
Oman,OMN,1978,18233.145
Oman,OMN,1979,19902.557
Oman,OMN,1980,16765.434
Oman,OMN,1981,16760.375
Oman,OMN,1982,20980.31
Oman,OMN,1983,18553.486
Oman,OMN,1984,25518.938
Oman,OMN,1985,24806.822
Oman,OMN,1986,21794.719
Oman,OMN,1987,23109.654
Oman,OMN,1988,21182.883
Oman,OMN,1989,22767.438
Oman,OMN,1990,27078.545
Oman,OMN,1991,34227.78
Oman,OMN,1992,31477.85
Oman,OMN,1993,28881.102
Oman,OMN,1994,26639.703
Oman,OMN,1995,30331.033
Oman,OMN,1996,30671.768
Oman,OMN,1997,31044.229
Oman,OMN,1998,31427.941
Oman,OMN,1999,35666.03
Oman,OMN,2000,48885.07
Oman,OMN,2001,53264.887
Oman,OMN,2002,57265.105
Oman,OMN,2003,58636.203
Oman,OMN,2004,53741.766
Oman,OMN,2005,63345.375
Oman,OMN,2006,67977.3
Oman,OMN,2007,66546.55
Oman,OMN,2008,76941.83
Oman,OMN,2009,75053.03
Oman,OMN,2010,83517.05
Oman,OMN,2011,81618.13
Oman,OMN,2012,80657.055
Oman,OMN,2013,83542.555
Oman,OMN,2014,79187.34
Oman,OMN,2015,80050.836
Oman,OMN,2016,76449.484
Oman,OMN,2017,79524.9
Oman,OMN,2018,82758.32
Oman,OMN,2019,82239.17
Oman,OMN,2020,81448.99
Oman,OMN,2021,91916.92
Pakistan,PAK,1965,1460.7875
Pakistan,PAK,1966,1435.0881
Pakistan,PAK,1967,1538.0332
Pakistan,PAK,1968,1690.4989
Pakistan,PAK,1969,1644.8536
Pakistan,PAK,1970,1590.692
Pakistan,PAK,1971,1393.2681
Pakistan,PAK,1972,1233.1644
Pakistan,PAK,1973,1276.4656
Pakistan,PAK,1974,1353.538
Pakistan,PAK,1975,1358.7776
Pakistan,PAK,1976,1328.1552
Pakistan,PAK,1977,1379.535
Pakistan,PAK,1978,1395.241
Pakistan,PAK,1979,1476.9795
Pakistan,PAK,1980,1590.629
Pakistan,PAK,1981,1643.0428
Pakistan,PAK,1982,1731.0394
Pakistan,PAK,1983,1752.3835
Pakistan,PAK,1984,1803.9174
Pakistan,PAK,1985,1838.4027
Pakistan,PAK,1986,1917.3563
Pakistan,PAK,1987,2015.3638
Pakistan,PAK,1988,2077.031
Pakistan,PAK,1989,2152.1047
Pakistan,PAK,1990,2198.9111
Pakistan,PAK,1991,2252.0007
Pakistan,PAK,1992,2283.8345
Pakistan,PAK,1993,2471.6145
Pakistan,PAK,1994,2507.3228
Pakistan,PAK,1995,2568.6948
Pakistan,PAK,1996,2646.364
Pakistan,PAK,1997,2597.1726
Pakistan,PAK,1998,2622.054
Pakistan,PAK,1999,2738.29
Pakistan,PAK,2000,2760.8545
Pakistan,PAK,2001,2717.9639
Pakistan,PAK,2002,2732.6267
Pakistan,PAK,2003,2876.176
Pakistan,PAK,2004,3149.1755
Pakistan,PAK,2005,3163.3792
Pakistan,PAK,2006,3303.9797
Pakistan,PAK,2007,3454.9773
Pakistan,PAK,2008,3476.8572
Pakistan,PAK,2009,3421.3796
Pakistan,PAK,2010,3348.9211
Pakistan,PAK,2011,3249.482
Pakistan,PAK,2012,3219.455
Pakistan,PAK,2013,3184.874
Pakistan,PAK,2014,3239.3044
Pakistan,PAK,2015,3382.3171
Pakistan,PAK,2016,3641.151
Pakistan,PAK,2017,3835.8975
Pakistan,PAK,2018,3898.287
Pakistan,PAK,2019,3815.4429
Pakistan,PAK,2020,3675.3447
Pakistan,PAK,2021,3965.8179
Peru,PER,1965,4136.0537
Peru,PER,1966,4973.01
Peru,PER,1967,4852.8403
Peru,PER,1968,4764.581
Peru,PER,1969,4605.5933
Peru,PER,1970,4688.725
Peru,PER,1971,4612.7334
Peru,PER,1972,3900.5686
Peru,PER,1973,4431.003
Peru,PER,1974,5062.2397
Peru,PER,1975,5067.4146
Peru,PER,1976,4985.2437
Peru,PER,1977,4859.3774
Peru,PER,1978,4685.5693
Peru,PER,1979,4722.984
Peru,PER,1980,4959.5947
Peru,PER,1981,4982.9546
Peru,PER,1982,4785.772
Peru,PER,1983,4025.587
Peru,PER,1984,4121.752
Peru,PER,1985,3881.7083
Peru,PER,1986,4060.3853
Peru,PER,1987,4260.3955
Peru,PER,1988,4090.2878
Peru,PER,1989,3549.6072
Peru,PER,1990,3425.6372
Peru,PER,1991,3186.7466
Peru,PER,1992,3233.1172
Peru,PER,1993,3305.1296
Peru,PER,1994,3536.9636
Peru,PER,1995,3892.6042
Peru,PER,1996,3958.477
Peru,PER,1997,3943.7273
Peru,PER,1998,3832.062
Peru,PER,1999,3841.7615
Peru,PER,2000,3767.3074
Peru,PER,2001,3511.5469
Peru,PER,2002,3556.3606
Peru,PER,2003,3403.6687
Peru,PER,2004,3827.9924
Peru,PER,2005,3995.7224
Peru,PER,2006,3835.44
Peru,PER,2007,4364.8555
Peru,PER,2008,4869.1826
Peru,PER,2009,4911.0767
Peru,PER,2010,5788.6597
Peru,PER,2011,6411.541
Peru,PER,2012,6543.395
Peru,PER,2013,6606.511
Peru,PER,2014,6728.9707
Peru,PER,2015,6957.7715
Peru,PER,2016,7467.0425
Peru,PER,2017,7206.8545
Peru,PER,2018,7400.802
Peru,PER,2019,7498.826
Peru,PER,2020,5878.227
Peru,PER,2021,7010.371
Philippines,PHL,1965,1530.3029
Philippines,PHL,1966,1622.7786
Philippines,PHL,1967,1776.9843
Philippines,PHL,1968,1969.0333
Philippines,PHL,1969,2057.4595
Philippines,PHL,1970,2278.7053
Philippines,PHL,1971,2575.5974
Philippines,PHL,1972,2464.1768
Philippines,PHL,1973,2819.7185
Philippines,PHL,1974,2576.1619
Philippines,PHL,1975,2718.829
Philippines,PHL,1976,2726.2617
Philippines,PHL,1977,2920.7363
Philippines,PHL,1978,2926.1843
Philippines,PHL,1979,2933.391
Philippines,PHL,1980,2686.3594
Philippines,PHL,1981,2487.176
Philippines,PHL,1982,2342.7537
Philippines,PHL,1983,2436.9165
Philippines,PHL,1984,2030.37
Philippines,PHL,1985,1850.4216
Philippines,PHL,1986,1839.4792
Philippines,PHL,1987,2069.8123
Philippines,PHL,1988,2215.2805
Philippines,PHL,1989,2353.5186
Philippines,PHL,1990,2420.176
Philippines,PHL,1991,2320.1326
Philippines,PHL,1992,2737.9934
Philippines,PHL,1993,2756.667
Philippines,PHL,1994,2825.9863
Philippines,PHL,1995,3123.6558
Philippines,PHL,1996,3268.0356
Philippines,PHL,1997,3481.1436
Philippines,PHL,1998,3433.1833
Philippines,PHL,1999,3263.7104
Philippines,PHL,2000,3147.5044
Philippines,PHL,2001,3095.761
Philippines,PHL,2002,3021.862
Philippines,PHL,2003,3077.216
Philippines,PHL,2004,3101.8071
Philippines,PHL,2005,3048.4211
Philippines,PHL,2006,2822.2722
Philippines,PHL,2007,2954.6604
Philippines,PHL,2008,2962.8208
Philippines,PHL,2009,2942.9373
Philippines,PHL,2010,3065.504
Philippines,PHL,2011,3027.5117
Philippines,PHL,2012,3059.6895
Philippines,PHL,2013,3285.52
Philippines,PHL,2014,3430.9045
Philippines,PHL,2015,3718.7356
Philippines,PHL,2016,4014.6191
Philippines,PHL,2017,4354.5073
Philippines,PHL,2018,4415.8086
Philippines,PHL,2019,4521.0796
Philippines,PHL,2020,3997.285
Philippines,PHL,2021,4212.306
Poland,POL,1965,24766.8
Poland,POL,1966,25024.969
Poland,POL,1967,25540.846
Poland,POL,1968,27274.523
Poland,POL,1969,28931.9
Poland,POL,1970,30246.518
Poland,POL,1971,31004.541
Poland,POL,1972,32440.979
Poland,POL,1973,32763.639
Poland,POL,1974,33480.51
Poland,POL,1975,35802.94
Poland,POL,1976,37396.56
Poland,POL,1977,38591.48
Poland,POL,1978,40170.027
Poland,POL,1979,40415.152
Poland,POL,1980,41887.17
Poland,POL,1981,37412.926
Poland,POL,1982,37791.887
Poland,POL,1983,37586.496
Poland,POL,1984,38741.465
Poland,POL,1985,39261.2
Poland,POL,1986,40121.08
Poland,POL,1987,41193.23
Poland,POL,1988,40233.258
Poland,POL,1989,38599.75
Poland,POL,1990,31682.328
Poland,POL,1991,30908.197
Poland,POL,1992,29477.613
Poland,POL,1993,29417.365
Poland,POL,1994,28088.07
Poland,POL,1995,28720.547
Poland,POL,1996,30150.334
Poland,POL,1997,29851.887
Poland,POL,1998,28573.68
Poland,POL,1999,28046.484
Poland,POL,2000,26245.729
Poland,POL,2001,25920.68
Poland,POL,2002,25652.027
Poland,POL,2003,26597.102
Poland,POL,2004,26736.91
Poland,POL,2005,27277.645
Poland,POL,2006,28615.188
Poland,POL,2007,28462.107
Poland,POL,2008,28769.727
Poland,POL,2009,27495.275
Poland,POL,2010,29170.363
Poland,POL,2011,29142.645
Poland,POL,2012,27952.143
Poland,POL,2013,28049.154
Poland,POL,2014,26807.17
Poland,POL,2015,26958.367
Poland,POL,2016,28300.041
Poland,POL,2017,29357.922
Poland,POL,2018,29808.742
Poland,POL,2019,28626.648
Poland,POL,2020,27220.96
Poland,POL,2021,29710.016
Portugal,PRT,1965,4204.3022
Portugal,PRT,1966,4314.087
Portugal,PRT,1967,4687.2974
Portugal,PRT,1968,4911.6914
Portugal,PRT,1969,5109.385
Portugal,PRT,1970,6808.9414
Portugal,PRT,1971,7580.0044
Portugal,PRT,1972,8005.325
Portugal,PRT,1973,8866.435
Portugal,PRT,1974,9114.964
Portugal,PRT,1975,9358.056
Portugal,PRT,1976,9629.042
Portugal,PRT,1977,9356.849
Portugal,PRT,1978,9639.457
Portugal,PRT,1979,10182.355
Portugal,PRT,1980,10636.751
Portugal,PRT,1981,11223.598
Portugal,PRT,1982,11637.964
Portugal,PRT,1983,11735.017
Portugal,PRT,1984,11785.87
Portugal,PRT,1985,11730.339
Portugal,PRT,1986,13217.992
Portugal,PRT,1987,13386.664
Portugal,PRT,1988,14245.222
Portugal,PRT,1989,17579.203
Portugal,PRT,1990,16904.924
Portugal,PRT,1991,17685.65
Portugal,PRT,1992,19195.078
Portugal,PRT,1993,18615.006
Portugal,PRT,1994,18693.787
Portugal,PRT,1995,21411.906
Portugal,PRT,1996,20210.48
Portugal,PRT,1997,20935.016
Portugal,PRT,1998,23128.006
Portugal,PRT,1999,25210.768
Portugal,PRT,2000,24753.348
Portugal,PRT,2001,24208.828
Portugal,PRT,2002,25560.006
Portugal,PRT,2003,24024.828
Portugal,PRT,2004,24906.387
Portugal,PRT,2005,25928.887
Portugal,PRT,2006,23604.215
Portugal,PRT,2007,23577.633
Portugal,PRT,2008,22995.55
Portugal,PRT,2009,22160.496
Portugal,PRT,2010,20920.482
Portugal,PRT,2011,20795.34
Portugal,PRT,2012,19777.5
Portugal,PRT,2013,19768.184
Portugal,PRT,2014,19936.414
Portugal,PRT,2015,21223.951
Portugal,PRT,2016,21320.664
Portugal,PRT,2017,23007.438
Portugal,PRT,2018,21858.621
Portugal,PRT,2019,20959.32
Portugal,PRT,2020,17560.484
Portugal,PRT,2021,17376.104
Qatar,QAT,1965,21756.164
Qatar,QAT,1966,19430.736
Qatar,QAT,1967,24661.672
Qatar,QAT,1968,69216.57
Qatar,QAT,1969,96804.08
Qatar,QAT,1970,97659.6
Qatar,QAT,1971,86251.24
Qatar,QAT,1972,85614.086
Qatar,QAT,1973,110058.05
Qatar,QAT,1974,87624.805
Qatar,QAT,1975,120199.27
Qatar,QAT,1976,71373.04
Qatar,QAT,1977,92358.93
Qatar,QAT,1978,82619.99
Qatar,QAT,1979,193431.44
Qatar,QAT,1980,192352.05
Qatar,QAT,1981,173140.17
Qatar,QAT,1982,189790.95
Qatar,QAT,1983,187175.95
Qatar,QAT,1984,202180.11
Qatar,QAT,1985,180687.2
Qatar,QAT,1986,188500.67
Qatar,QAT,1987,175773.95
Qatar,QAT,1988,178426.86
Qatar,QAT,1989,182110.92
Qatar,QAT,1990,178492.95
Qatar,QAT,1991,198934.97
Qatar,QAT,1992,306146.3
Qatar,QAT,1993,317440.5
Qatar,QAT,1994,312624.97
Qatar,QAT,1995,302813.4
Qatar,QAT,1996,217083.5
Qatar,QAT,1997,227695.77
Qatar,QAT,1998,232336.03
Qatar,QAT,1999,245009.36
Qatar,QAT,2000,207755.62
Qatar,QAT,2001,189988.27
Qatar,QAT,2002,199144
Qatar,QAT,2003,217673.23
Qatar,QAT,2004,253062.58
Qatar,QAT,2005,262585.7
Qatar,QAT,2006,230796
Qatar,QAT,2007,207280.52
Qatar,QAT,2008,196001
Qatar,QAT,2009,178237.72
Qatar,QAT,2010,194851.39
Qatar,QAT,2011,216365.69
Qatar,QAT,2012,232299
Qatar,QAT,2013,236060.86
Qatar,QAT,2014,234383.64
Qatar,QAT,2015,245106.8
Qatar,QAT,2016,223088.94
Qatar,QAT,2017,206729.17
Qatar,QAT,2018,202410.94
Qatar,QAT,2019,208309.58
Qatar,QAT,2020,186331.03
Qatar,QAT,2021,198993.42
Romania,ROU,1965,14424.233
Romania,ROU,1966,15306.275
Romania,ROU,1967,16919.57
Romania,ROU,1968,17850.654
Romania,ROU,1969,20254.764
Romania,ROU,1970,21272.86
Romania,ROU,1971,22103.174
Romania,ROU,1972,22645.404
Romania,ROU,1973,24408.629
Romania,ROU,1974,24147.434
Romania,ROU,1975,25975.502
Romania,ROU,1976,27896.514
Romania,ROU,1977,29167.219
Romania,ROU,1978,31100.877
Romania,ROU,1979,31431.432
Romania,ROU,1980,31388.566
Romania,ROU,1981,31295.1
Romania,ROU,1982,30998.148
Romania,ROU,1983,30910.947
Romania,ROU,1984,30425.389
Romania,ROU,1985,30068.85
Romania,ROU,1986,30907.504
Romania,ROU,1987,31958.07
Romania,ROU,1988,32019.012
Romania,ROU,1989,32123.492
Romania,ROU,1990,30717.281
Romania,ROU,1991,25448.525
Romania,ROU,1992,22633.723
Romania,ROU,1993,21893.812
Romania,ROU,1994,20601.713
Romania,ROU,1995,22431.035
Romania,ROU,1996,22342.947
Romania,ROU,1997,20466.715
Romania,ROU,1998,18407.2
Romania,ROU,1999,15987.029
Romania,ROU,2000,16476.002
Romania,ROU,2001,16786.797
Romania,ROU,2002,17503.854
Romania,ROU,2003,18114.762
Romania,ROU,2004,18525.066
Romania,ROU,2005,18260.35
Romania,ROU,2006,19130.098
Romania,ROU,2007,18536.723
Romania,ROU,2008,18086.021
Romania,ROU,2009,15563.855
Romania,ROU,2010,15257.044
Romania,ROU,2011,16336.224
Romania,ROU,2012,15878.566
Romania,ROU,2013,13947.099
Romania,ROU,2014,14028.519
Romania,ROU,2015,14052.33
Romania,ROU,2016,14054.06
Romania,ROU,2017,14798.8545
Romania,ROU,2018,15025.045
Romania,ROU,2019,14816.7
Romania,ROU,2020,13912.653
Romania,ROU,2021,14952.089
Russia,RUS,1985,61590.2
Russia,RUS,1986,62063.043
Russia,RUS,1987,63368.383
Russia,RUS,1988,63904.1
Russia,RUS,1989,63774.69
Russia,RUS,1990,62475.945
Russia,RUS,1991,61304.184
Russia,RUS,1992,58608.8
Russia,RUS,1993,54167.45
Russia,RUS,1994,49321.42
Russia,RUS,1995,46434.875
Russia,RUS,1996,44843.99
Russia,RUS,1997,42161.953
Russia,RUS,1998,42220.35
Russia,RUS,1999,42528.324
Russia,RUS,2000,43295.87
Russia,RUS,2001,43977.125
Russia,RUS,2002,44150.668
Russia,RUS,2003,45379.094
Russia,RUS,2004,45765.516
Russia,RUS,2005,45881.293
Russia,RUS,2006,48244.59
Russia,RUS,2007,48506.113
Russia,RUS,2008,48994.688
Russia,RUS,2009,46072.875
Russia,RUS,2010,48150.062
Russia,RUS,2011,50022.793
Russia,RUS,2012,50004.56
Russia,RUS,2013,48974.895
Russia,RUS,2014,49026.71
Russia,RUS,2015,47833.594
Russia,RUS,2016,48592.586
Russia,RUS,2017,48722.902
Russia,RUS,2018,50616.04
Russia,RUS,2019,50036.53
Russia,RUS,2020,47447.633
Russia,RUS,2021,52079.637
Saudi Arabia,SAU,1965,47226.98
Saudi Arabia,SAU,1966,46068.15
Saudi Arabia,SAU,1967,44929.09
Saudi Arabia,SAU,1968,43806.656
Saudi Arabia,SAU,1969,42714.965
Saudi Arabia,SAU,1970,43047.36
Saudi Arabia,SAU,1971,41157.68
Saudi Arabia,SAU,1972,41962.848
Saudi Arabia,SAU,1973,42461.61
Saudi Arabia,SAU,1974,42674.32
Saudi Arabia,SAU,1975,32068.314
Saudi Arabia,SAU,1976,35193.49
Saudi Arabia,SAU,1977,39492.14
Saudi Arabia,SAU,1978,41836.26
Saudi Arabia,SAU,1979,48217.637
Saudi Arabia,SAU,1980,41282.754
Saudi Arabia,SAU,1981,46940.11
Saudi Arabia,SAU,1982,49267.5
Saudi Arabia,SAU,1983,50909.34
Saudi Arabia,SAU,1984,58105.355
Saudi Arabia,SAU,1985,56611.297
Saudi Arabia,SAU,1986,58194.633
Saudi Arabia,SAU,1987,59031.215
Saudi Arabia,SAU,1988,59147.156
Saudi Arabia,SAU,1989,55789.254
Saudi Arabia,SAU,1990,58003.78
Saudi Arabia,SAU,1991,58390.523
Saudi Arabia,SAU,1992,56810.156
Saudi Arabia,SAU,1993,56193.19
Saudi Arabia,SAU,1994,63132.09
Saudi Arabia,SAU,1995,59823.926
Saudi Arabia,SAU,1996,60202.79
Saudi Arabia,SAU,1997,59696.375
Saudi Arabia,SAU,1998,61183.16
Saudi Arabia,SAU,1999,60706.84
Saudi Arabia,SAU,2000,61950.85
Saudi Arabia,SAU,2001,64399.92
Saudi Arabia,SAU,2002,65480.074
Saudi Arabia,SAU,2003,67781.13
Saudi Arabia,SAU,2004,71949.19
Saudi Arabia,SAU,2005,72097.35
Saudi Arabia,SAU,2006,72123.87
Saudi Arabia,SAU,2007,72369.45
Saudi Arabia,SAU,2008,76374.37
Saudi Arabia,SAU,2009,77067.47
Saudi Arabia,SAU,2010,82507.71
Saudi Arabia,SAU,2011,84609.41
Saudi Arabia,SAU,2012,87768.89
Saudi Arabia,SAU,2013,86304.23
Saudi Arabia,SAU,2014,91065.37
Saudi Arabia,SAU,2015,92153.516
Saudi Arabia,SAU,2016,92735.12
Saudi Arabia,SAU,2017,89983.54
Saudi Arabia,SAU,2018,86788.484
Saudi Arabia,SAU,2019,83647.62
Saudi Arabia,SAU,2020,81898.734
Saudi Arabia,SAU,2021,83574.96
Singapore,SGP,1965,25737.217
Singapore,SGP,1966,28708.967
Singapore,SGP,1967,33716.09
Singapore,SGP,1968,41058.598
Singapore,SGP,1969,39616.273
Singapore,SGP,1970,42295.07
Singapore,SGP,1971,36117
Singapore,SGP,1972,44468.348
Singapore,SGP,1973,41195.285
Singapore,SGP,1974,39984.215
Singapore,SGP,1975,38516.684
Singapore,SGP,1976,45090.348
Singapore,SGP,1977,44662.777
Singapore,SGP,1978,45356.02
Singapore,SGP,1979,47634.465
Singapore,SGP,1980,46473.77
Singapore,SGP,1981,52354.79
Singapore,SGP,1982,49813.56
Singapore,SGP,1983,51587.984
Singapore,SGP,1984,53004.06
Singapore,SGP,1985,52827.375
Singapore,SGP,1986,59818.344
Singapore,SGP,1987,61449.652
Singapore,SGP,1988,69487.12
Singapore,SGP,1989,77491.41
Singapore,SGP,1990,90275.51
Singapore,SGP,1991,88934.97
Singapore,SGP,1992,92250.25
Singapore,SGP,1993,97605.51
Singapore,SGP,1994,108270.72
Singapore,SGP,1995,109529.38
Singapore,SGP,1996,107257.73
Singapore,SGP,1997,109560.49
Singapore,SGP,1998,108043.25
Singapore,SGP,1999,104259.586
Singapore,SGP,2000,109096.14
Singapore,SGP,2001,121702.5
Singapore,SGP,2002,117966.2
Singapore,SGP,2003,110119.34
Singapore,SGP,2004,122044.38
Singapore,SGP,2005,126065.98
Singapore,SGP,2006,134360.8
Singapore,SGP,2007,138807.38
Singapore,SGP,2008,142330.34
Singapore,SGP,2009,147824.86
Singapore,SGP,2010,154155.2
Singapore,SGP,2011,156706.27
Singapore,SGP,2012,154443.08
Singapore,SGP,2013,155018.28
Singapore,SGP,2014,156856.89
Singapore,SGP,2015,164431.48
Singapore,SGP,2016,168778.52
