X,Y,COD_RIP,COD_REG,COD_PROV,PRO_COM,PRO_COM_T,COMUNE,COMUNE_A,POP_2011,CC_P,Shape_Leng,Shape_Area
8.18931796606482,44.4922632100295,"1","1","4","4050","004050",Castelletto Uzzone,,"365","0",17189.83476850000,15226382.07120000012
8.03374535686497,44.7749484004635,"1","1","4","4051","004051",Castellinaldo,,"897","0",12130.45380360000,7694102.75016000029
7.98795291937793,44.4272756861708,"1","1","4","4052","004052",Castellino Tanaro,,"337","0",13673.97243950000,11266895.34999999963
7.19211956552685,44.4042799371707,"1","1","4","4053","004053",Castelmagno,,"82","0",29850.08629650000,49167963.59510000050
7.26759802216159,44.5666785795606,"1","1","4","4092","004092",Frassino,,"290","0",17068.95902730000,17139242.98719999939
7.40652676461234,44.3336306339032,"1","1","4","4093","004093",Gaiola,,"600","0",9597.87633609000,5335303.22931999993
7.3378178325369,44.6232077400622,"1","1","4","4094","004094",Gambasca,,"408","0",11835.23725780000,5707123.15579000022
7.99283134894377,44.1989093671512,"1","1","4","4095","004095",Garessio,,"3362","0",58815.28471850000,130717615.38799999654
7.66815433587421,44.5885881528974,"1","1","4","4096","004096",Genola,,"2596","0",18242.99304590000,14025753.12109999917
8.11968075064627,44.5148601495922,"1","1","4","4097","004097",Gorzegno,,"322","0",15973.05798720000,13705708.62639999948
8.17648610572507,44.4603088714175,"1","1","4","4098","004098",Gottasecca,,"174","0",15392.72542350000,13429009.38979999907
8.10439749241701,44.7950806941394,"1","1","4","4099","004099",Govone,,"2157","0",19961.27532130000,19116657.40980000049
7.99419239311115,44.65948447904,"1","1","4","4100","004100",Grinzane Cavour,,"1938","0",7749.99369382000,4014974.74047000008
8.03302358720642,44.7357632664214,"1","1","4","4101","004101",Guarene,,"3435","0",16815.37284550000,13707550.19250000082
8.01473735631223,44.4411171011355,"1","1","4","4102","004102",Igliano,,"84","0",8034.88430608000,3377713.15902000014
7.36962661202228,44.5902601994736,"1","1","4","4103","004103",Isasca,,"78","0",9463.83581984000,5342712.09030000027
7.5578697513771,44.6327753253679,"1","1","4","4104","004104",Lagnasco,,"1405","0",18451.99495080000,17715090.05939999968
7.93151779647609,44.6473960740427,"1","1","4","4105","004105",La Morra,,"2718","0",25724.26129680000,24366230.93930000067
8.10124438812633,44.6065813696606,"1","1","4","4106","004106",Lequio Berria,,"494","0",15428.06973550000,12221179.17410000041
7.88275818712258,44.5537663180098,"1","1","4","4107","004107",Lequio Tanaro,,"819","0",19599.04416150000,12250399.96130000055
7.96377554135118,44.3962053203011,"1","1","4","4108","004108",Lesegno,,"854","0",16618.84976900000,14422323.62419999950
8.15693461332651,44.5349167523724,"1","1","4","4109","004109",Levice,,"246","0",18027.37295560000,15860965.57789999992
7.57633775368029,44.1859505111097,"1","1","4","4110","004110",Limone Piemonte,,"1490","0",37396.83578650000,71269481.54530000687
7.98333781945922,44.3062157343053,"1","1","4","4111","004111",Lisio,,"214","0",12498.60896660000,8509420.50521999970
7.17310400425483,44.504672058119,"1","1","4","4112","004112",Macra,,"52","0",27706.20816760000,24514162.92359999940
8.07728004931617,44.7649484056404,"1","1","4","4113","004113",Magliano Alfieri,,"2026","0",13316.56969510000,9458923.34362000041
7.79163475129552,44.3484570043104,"1","1","4","4114","004114",Magliano Alpi,,"2231","0",37910.08854250000,33378153.26020000130
8.15261129786115,44.6807101001754,"1","1","4","4115","004115",Mango,,"1334","0",23454.97208010000,20015280.53500000015
7.50404080554231,44.6129224097167,"1","1","4","4116","004116",Manta,,"3735","0",23056.90133240000,11896254.26270000078
7.73253759838776,44.6581465676285,"1","1","4","4117","004117",Marene,,"3055","0",22923.85930800000,28770370.06089999899
7.67464754885498,44.4004259290974,"1","1","4","4118","004118",Margarita,,"1432","0",15408.57221890000,11411128.74840000086
7.11498314402407,44.4354477142073,"1","1","4","4119","004119",Marmora,,"74","0",32113.86664430000,40847103.51839999855
7.98594120640022,44.4553801188715,"1","1","4","4120","004120",Marsaglia,,"261","0",19866.64176030000,12646017.82300000079
7.36264242408453,44.6162530570213,"1","1","4","4121","004121",Martiniana Po,,"781","0",15761.34512330000,13193359.19920000061
7.30893095492414,44.5475936591534,"1","1","4","4122","004122",Melle,,"326","0",23099.64959300000,28153493.28810000047
